brand_name,product_description,full_price,discount_price,avg_rating,number_of_rating,image_url,product_details,available_option
MSI,MSI Gaming Backlit RGB Dedicated Hotkeys Anti-Ghosting Water Resistant Mechanical Feel Gaming Keyboard (Vigor GK30 US),49.99,39.99,4.7,3.0,,,
RCY,One-hand Gaming Keyboard USB 35 Keys Colorfull Backlit Portable Mini Gaming Keypad Ergonomic Game Controller Keyboard for PC Gamer,35.99,19.99,0.0,0.0,"https://i5.walmartimages.com/seo/One-hand-Gaming-Keyboard-USB-35-Keys-Colorfull-Backlit-Portable-Mini-Gaming-Keypad-Ergonomic-Game-Controller-Keyboard-for-PC-Gamer_739cbeda-b7d8-482e-8f14-3a51961796b7.7e12670b88bfa4fe5d1c2879d8781801.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF', 'https://i5.walmartimages.com/seo/One-hand-Gaming-Keyboard-USB-35-Keys-Colorfull-Backlit-Portable-Mini-Gaming-Keypad-Ergonomic-Game-Controller-Keyboard-for-PC-Gamer_739cbeda-b7d8-482e-8f14-3a51961796b7.7e12670b88bfa4fe5d1c2879d8781801.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF",,"selected, Black, $19.99$19.99"
Turtle Beach,Turtle Beach Vulcan II Gaming Keyboard - Black - Linear,149.99,119.99,0.0,0.0,,,"selected, Black, $119.99Black$119.99', 'White, $149.99White$149.99"
Turtle Beach,Turtle Beach Vulcan II Gaming Keyboard - White - Linear,0.0,0.0,0.0,0.0,,,"Black, $119.99Black$119.99', 'selected, White, $149.99White$149.99"
Pluokvzr,Pluokvzr 61 Keys Digital Music Electronic Keyboard Electric Piano Organ & Microphone Set,0.0,0.0,2.1,25.0,,,"selected, 1 Set, $41.991 SetSee more seller options"
Visit the Logitech Store,"Logitech MK550 Comfort Wave Wireless Keyboard & Mouse Combo Home Office Active Lifestyle Modern Bundle with Special Edition Micro Portable Wireless Bluetooth Speaker, Gel Wrist Pad & Gel Mouse Pad",0.0,0.0,0.0,0.0,,,"Pink Marble, $119.00Pink Marble$119.00', 'selected, Black Marble, $119.00, Out of stockBlack Marble$119.00"
Visit the Logitech Store,"Logitech MK550 Comfort Wave Wireless Keyboard & Mouse Combo Home Office Active Lifestyle Modern Bundle with Special Edition Micro Portable Wireless Bluetooth Speaker, Gel Wrist Pad & Gel Mouse Pad",0.0,0.0,0.0,0.0,,,"selected, Pink Marble, $119.00Pink Marble$119.00', 'Black Marble, $119.00, Out of stockBlack Marble$119.00"
KLIM,"Restored KLIM Blaze & Chroma Wireless Bundle, Gaming Keyboard and Mouse Combo, RGB Illuminated, Dual USB Receivers, Rechargeable (Refurbished)",0.0,0.0,0.0,0.0,,,
TOMSHOO,"MOTOSPEED K87S Mechanical Keyboard Gaming Keyboard Wired USB Customized LED  Backlit with 87 Keys, Blue Switch",69.99,29.99,5.0,5.0,,,"selected, Blue Switch, $29.99Blue Switch$29.99"
Corsair,"CORSAIR K70 MAX RGB Magnetic-Mechanical Gaming Keyboard, Adjustable CORSAIR MGX Switches, Dedicated Media Controls, CORSAIR AXON, Aluminum Frame, Steel Gray",0.0,0.0,5.0,1.0,,,
Suproot,"Suproot USB Wired Mouse Keyboard Set, 1200dpi Mice Mechanical Feeling Full Layout 104 Keys Keypad Combo for PC Laptop Desktop Game and Work",0.0,0.0,4.9,338.0,,,
Redragon,Redragon K582 SURARA RGB LED Backlit Mechanical Gaming Keyboard with 104 and,0.0,0.0,5.0,3.0,"https://i5.walmartimages.com/seo/Redragon-K582-SURARA-RGB-LED-Backlit-Mechanical-Gaming-Keyboard-with-104-and_6c6cdc29-89db-42a9-b2ad-2e37e468a3fd.11d97bb24e7380495e295d595837a6af.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF', 'https://i5.walmartimages.com/seo/Redragon-K582-SURARA-RGB-LED-Backlit-Mechanical-Gaming-Keyboard-with-104-and_6c6cdc29-89db-42a9-b2ad-2e37e468a3fd.11d97bb24e7380495e295d595837a6af.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF",,
Corsair,CORSAIR K70 CORE RGB Mechanical Gaming Keyboard - CORSAIR Red Linear Switches - Sound Dampening - Rotary Dial - Aluminum Top Plate - Onboard Storage - Black,0.0,0.0,0.0,0.0,,,
Dell,Dell Pro KM5221W Keyboard & Mouse,72.0,32.99,3.7,15.0,,,
ATTACK SHARK,"Wireless Gaming Keyboard and Mouse Combo,RGB LED Backlit,Rechargeable 3800mAh,Full Size Mechanical Feel,USB/Type C Dual Receiver,Silent Mouse,Mouse Pad for Mac,Laptop,Desktop,PS4,PS5,Xbox",0.0,0.0,4.4,25.0,,,"selected, Black, $43.00$43.00', 'White, $43.00$43.00"
ATTACK SHARK,"Wireless Gaming Keyboard and Mouse Combo,RGB LED Backlit,Rechargeable 3800mAh,Full Size Mechanical Feel,USB/Type C Dual Receiver,Silent Mouse,Mouse Pad for Mac,Laptop,Desktop,PS4,PS5,Xbox",0.0,0.0,4.4,25.0,,,"Black, $43.00$43.00', 'selected, White, $43.00$43.00"
DoubleW,"RK ROYAL KLUDGE Typewriter Style Mechanical Gaming Keyboard with True RGB Backlit Collapsible Wrist Rest 108-Key Blue Switch Retro Round Keycap, Black",0.0,0.0,5.0,3.0,,,
ZIYOULANG,"ZIYOULANG T50 60% Wireless RGB Gaming Keyboard and Mouse 4000mAh Rechargeable, 64 Keys TKL Ultra Compact Design, Lightweight Gaming Mouse for PC MAC PS4 Xbox Office Gamers-Black",0.0,0.0,3.9,30.0,,,"selected, Black, $39.99$39.99', 'Black, RGB, $38.00$38.00', 'Blue, $38.00$38.00', 'White, $42.99$42.99"
LexonElec,"Wireless Gaming Keyboard and Mouse Combo,12 RGB Backlight Rechargeable 4000mAh Battery,Mechanical Feel Anti-ghosting Keyboard and RGB Wireless Gaming Mouse for PC,PS4,Laptops(Black)",0.0,0.0,3.9,30.0,,,"Black, $39.99$39.99', 'selected, Black, RGB, $38.00$38.00', 'Blue, $38.00$38.00', 'White, $42.99$42.99"
LexonElec,"Wireless Gaming Keyboard and Mouse Combo,12 RGB Backlit Rechargeable 4000mAh Battery,Mechanical Feel Anti-ghosting Keyboard and RGB Wireless Gaming Mouse for PC,PS4,Laptops(Blue)",0.0,0.0,3.9,30.0,,,"Black, $39.99$39.99', 'Black, RGB, $38.00$38.00', 'selected, Blue, $38.00$38.00', 'White, $42.99$42.99"
LexonElec,"Wireless Gaming Keyboard and Mouse Combo,12 RGB Backlit Rechargeable 4000mAh Battery,Mechanical Feel Anti-ghosting Keyboard and RGB Wireless Gaming Mouse for PC,PS4,Laptops(White)",0.0,0.0,3.9,30.0,,,"Black, $39.99$39.99', 'Black, RGB, $38.00$38.00', 'Blue, $38.00$38.00', 'selected, White, $42.99$42.99"
Visit the Logitech Store,Logitech G512 Lightsync RGB Mechanical Gaming Keyboard,0.0,0.0,0.0,0.0,"https://i5.walmartimages.com/seo/Logitech-G512-LIGHTSYNC-RGB-Mechanical-Gaming-Keyboard-Carbon-English-Layout-GX-Blue-Switch-Brushed-Aluminum-Case-USB-Pass-Through-920-008936-Black_db68a010-e0ab-43c4-b432-ab3f7d09b705.f3589541ae6cd993a528da2b856b9df0.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF', 'https://i5.walmartimages.com/seo/Logitech-G512-LIGHTSYNC-RGB-Mechanical-Gaming-Keyboard-Carbon-English-Layout-GX-Blue-Switch-Brushed-Aluminum-Case-USB-Pass-Through-920-008936-Black_db68a010-e0ab-43c4-b432-ab3f7d09b705.f3589541ae6cd993a528da2b856b9df0.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF",,
Visit the Verbatim Store,Verbatim 70734 Universal Wired Keyboard and Mouse Black 70734,0.0,0.0,4.9,10.0,"https://i5.walmartimages.com/seo/Verbatim-70734-Universal-Wired-Keyboard-and-Mouse-Black-70734_2632676b-46ff-4677-a8ae-622d4264ca76.56f8f4dbf65e19f2af8155698a826c96.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF', 'https://i5.walmartimages.com/seo/Verbatim-70734-Universal-Wired-Keyboard-and-Mouse-Black-70734_2632676b-46ff-4677-a8ae-622d4264ca76.56f8f4dbf65e19f2af8155698a826c96.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF",,"selected, 1, $13.961$13.96"
Lenovo,Lenovo 300 USB Keyboard & Mouse Combo - Black,19.99,17.99,4.5,194.0,,,
Apple,"Open Box Apple iPad Magic Keyboard MJQK3LL/A for 12.9"" iPad Pro (3rd-6th Gen) - Black",0.0,0.0,5.0,4.0,,,
Ax Gear,axGear Backlit Crack Gaming Keyboard 3 Color LED Mechanical Feel 19 Keys No Conflict,0.0,0.0,3.0,1.0,"https://i5.walmartimages.com/seo/axGear-Backlit-Crack-Gaming-Keyboard-3-Color-LED-Mechanical-Feel-19-Keys-No-Conflict_de0930ca-4522-4a47-93de-5412fc0e8579.0654c3faaa97cf78242a01b1516f3edd.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF', 'https://i5.walmartimages.com/seo/axGear-Backlit-Crack-Gaming-Keyboard-3-Color-LED-Mechanical-Feel-19-Keys-No-Conflict_de0930ca-4522-4a47-93de-5412fc0e8579.0654c3faaa97cf78242a01b1516f3edd.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF",,
Casio,Casio WK-7600 76-Key Workstation Keyboard with Power Supply,0.0,0.0,2.8,6.0,"https://i5.walmartimages.com/seo/Casio-WK-7600-76-Key-Workstation-Keyboard-with-Power-Supply_c085915e-ac44-41ab-9e92-a0ca95ac8254.165ce0b20d4a5f7ad21461d4d3b9c729.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF', 'https://i5.walmartimages.com/seo/Casio-WK-7600-76-Key-Workstation-Keyboard-with-Power-Supply_c085915e-ac44-41ab-9e92-a0ca95ac8254.165ce0b20d4a5f7ad21461d4d3b9c729.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF",,
Towallmark,Towallmark 61-Key Portable Keyboard Electric Piano with Microphone and Headphone Mode (1 Set),0.0,0.0,0.0,0.0,,,"selected, A, $89.98A$89.98"
Alesis,Alesis Recital Pro 88-Key Digital Piano with Hammer-Action Keys,0.0,0.0,5.0,1.0,"https://i5.walmartimages.com/seo/Alesis-Recital-Pro-88-Key-Digital-Piano-with-Hammer-Action-Keys_73bafc26-b635-416d-9fb8-11158a56fb89_1.b7844252d3a9240fcf56621f5f8497c4.jpeg?odnHeight=117&odnWidth=117&odnBg=FFFFFF', 'https://i5.walmartimages.com/seo/Alesis-Recital-Pro-88-Key-Digital-Piano-with-Hammer-Action-Keys_73bafc26-b635-416d-9fb8-11158a56fb89_1.b7844252d3a9240fcf56621f5f8497c4.jpeg?odnHeight=640&odnWidth=640&odnBg=FFFFFF",,
Visit the Logitech Store,"Logitech Casa Pop Up Desk Work From Home Kit with Laptop Stand, Wireless Keyboard & Touchpad, Bluetooth, USB C Charging, for Laptop/MacBook (10? to 17?) - Windows, macOS, ChromeOS - Bohemian Blush",0.0,0.0,0.0,0.0,,,
Visit the Razer Store,Razer BlackWidow V3 Tenkeyless TKL Mechanical Gaming Keyboard: Yellow Mechanical Switches - Linear & Silent - Chroma RGB Lighting - Compact Form Factor - Programmable Macros - USB Passthrough,99.0,79.99,0.0,0.0,,,
XVX,"XVX 60% Percent Keyboard, White Mechanical Gaming Keyboard Gasket Mounted, V-K66 LED Backlit Black Gamer with Arrow Keys PBT Keycaps - Pre-lubed Linear Switches",0.0,0.0,5.0,2.0,,,"selected, Black, $27.99Black$27.99"
ProtoArc,"Backlit Wireless Ergonomic Keyboard, ProtoArc Ergo Split Bluetooth Keyboard with Wrist Rest, Rechargeable Silent Computer Keyboard, 3 Multi-Device",0.0,0.0,4.6,9.0,,,
Manbasnake,"Wired Gaming Keyboard&Mouse Headset Combo,Rainbow Over Ear Headphone with Mic,Mice Pad for PC(Black)",0.0,0.0,4.6,13.0,,,"selected, Black, $38.00$38.00', 'White, $38.00$38.00"
Manbasnake,"Wired Gaming Keyboard and Mouse Headset Combo,Rainbow LED Backlit Wired Keyboard,Over Ear Headphone with Mic,Rainbow Backlit Gaming Mice,Mouse Pad,for PC,Laptop,Mac,PS4,Xbox(White)",0.0,0.0,4.6,13.0,,,"Black, $38.00$38.00', 'selected, White, $38.00$38.00"
