brand_name,product_description,full_price,discount_price,avg_rating,number_of_rating,image_url,product_details,available_option
DFITO,"Solar Power Bank ,DFITO 20000mAh USB Portable Waterproof Charger with Dual 5V USB Ports, 2 LED Light Flashlight and Compass Battery Pack for Cell Phone",37.99,15.81,3.7,21.0,,,"selected, 4 Lines, $15.81$15.81', 'no Line, $15.33$15.33"
DFITO,"20000mAh Solar Charger for Cell Phone, DFITO Portable Solar Power Bank with Dual 5V USB Ports, 2 Led Light , Compass Battery Pack for Outdoor Camping Hiking",38.99,15.33,3.7,21.0,,,"4 Lines, $15.81$15.81', 'selected, no Line, $15.33$15.33"
Visit the Belkin Store,Belkin BOOST CHARGE Plus Lightning/USB Type-C Power Bank for Most Smartphones 10000mAh Black,69.99,54.85,4.6,94.0,,,"selected, Black, $54.85Black$54.85', 'Blue, $59.49Blue$59.49"
Visit the Belkin Store,"Belkin Power Bank, BoostCharge Plus 10k mAh Portable Charger w/Integrated Lightning Cable & USB-C Cable - iPhone Charger - Battery Pack for iPhone 16 Pro Max, iPhone 16, iPhone 15, iPhone 14 - Blue",69.99,59.49,4.6,94.0,,,"Black, $54.85Black$54.85', 'selected, Blue, $59.49Blue$59.49"
Visit the UGREEN Store,"UGREEN 10000mAh Power Bank, PD 20W/SCP 22.5W Fast Charging Portable Charger, Black",29.99,15.99,5.0,5.0,,,
Zeng,"5000mAh 15W Fast Charge Magnetic Wireless Power Bank,Portable Wireless Charger Power Bank,Compatible with iPhone 14/13/12 Series",0.0,0.0,3.3,36.0,,,"selected, 5000mA, $15.975000mA$15.97', '10000mA, $20.9910000mA$20.99"
Zeng,"5000mAh 15W Fast Charge Magnetic Wireless Power Bank,Portable Wireless Charger Power Bank,Compatible with iPhone 14/13/12 Series",0.0,0.0,3.3,36.0,,,"selected, 5000mA, $15.975000mA$15.97', '10000mA, $19.99, Out of stock10000mA$19.99"
Zeng,"5000mAh 15W Fast Charge Magnetic Wireless Power Bank, Portable Wireless Charger Power Bank,Compatible with iPhone 14/13/12 Series",0.0,0.0,3.3,36.0,,,"selected, 5000mA, $13.985000mA$13.98', '10000mA, $22.9910000mA$22.99"
Kepeak,"Wireless Power Bank, 10000mAh Portable Phone Charger in 4 Cable, Wireless Charging for iPhone, Samsung, iPad,Black",41.24,16.99,3.2,5.0,,,"selected, Black, $16.99Black$16.99', 'Green, $19.34Green$19.34', 'White, $19.34White$19.34"
Kepeak,"Wireless Power Bank,Kepeak 10000mAh Portable Phone Charger in 4 Cable, Wireless Charging for iPhone, Samsung, iPad,Green",38.08,19.34,3.2,5.0,,,"Black, $16.99Black$16.99', 'selected, Green, $19.34Green$19.34', 'White, $19.34White$19.34"
Kepeak,"Wireless Power Bank,Kepeak 10000mAh Portable Phone Charger in 4 Cable, Wireless Charging for iPhone, Samsung, iPad,White",38.08,19.34,3.2,5.0,,,"Black, $16.99Black$16.99', 'Green, $19.34Green$19.34', 'selected, White, $19.34White$19.34"
JIUMESS,"42800mAh Solar Charger Power Bank 15W Fast Charging with 4 Cables, Battery Pack for Cell Phone",69.99,39.99,4.6,39.0,,,
